2020-04-06 10:59:03,773 INFO    OPPORTUNITY, 	Binance     , 	Coinbase Pro, 	BTC/EUR, 	6655.08, 	6593.84, 	0.928746%, 	0.600000%
2020-04-06 10:59:52,255 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	XMR/USDT, 	56.59199032, 	54.99, 	2.913239%, 	0.240000%
2020-04-06 11:00:15,695 INFO    OPPORTUNITY, 	Binance     , 	Kraken      , 	BTC/EUR, 	6655.08, 	6594.8, 	0.914053%, 	0.360000%
2020-04-06 11:01:12,175 INFO    OPPORTUNITY, 	Poloniex    , 	Binance     , 	WIN/TRX, 	0.0064, 	0.00638, 	0.313480%, 	0.190000%
2020-04-06 11:01:19,002 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	XMR/BTC, 	0.00796037, 	0.007632, 	4.302542%, 	0.240000%
2020-04-06 11:01:25,113 INFO    OPPORTUNITY, 	OKEX        , 	Bitfinex    , 	KAN/USDT, 	0.00214, 	0.002123, 	0.800754%, 	0.350000%
2020-04-06 11:01:51,117 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	XMR/BTC, 	0.0079603, 	0.007632, 	4.301625%, 	0.240000%
2020-04-06 11:01:56,654 INFO    OPPORTUNITY, 	Kraken      , 	OKEX        , 	XMR/BTC, 	0.00797, 	0.007632, 	4.428721%, 	0.410000%
2020-04-06 11:02:32,786 INFO    OPPORTUNITY, 	Kraken      , 	OKEX        , 	XMR/BTC, 	0.007962, 	0.007632, 	4.323899%, 	0.410000%
2020-04-06 11:02:59,906 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	PAX/USDT, 	1.0030194, 	0.9999, 	0.311971%, 	0.240000%
2020-04-06 11:03:05,681 INFO    OPPORTUNITY, 	Binance     , 	Coinbase Pro, 	ETH/EUR, 	143.83, 	142.8, 	0.721289%, 	0.600000%
2020-04-06 11:03:05,979 INFO    OPPORTUNITY, 	Bittrex     , 	Poloniex    , 	GRIN/BTC, 	7e-05, 	6.96e-05, 	0.574713%, 	0.340000%
2020-04-06 11:03:31,351 INFO    OPPORTUNITY, 	Binance     , 	OKEX        , 	XMR/BTC, 	0.00796, 	0.007632, 	4.297694%, 	0.250000%
2020-04-06 11:04:09,225 INFO    OPPORTUNITY, 	Bittrex     , 	OKEX        , 	XMR/ETH, 	0.36626283, 	0.356, 	2.882817%, 	0.400000%
2020-04-06 11:04:46,391 INFO    OPPORTUNITY, 	Kraken      , 	OKEX        , 	XMR/BTC, 	0.007962, 	0.007632, 	4.323899%, 	0.410000%
2020-04-06 11:05:03,559 INFO    OPPORTUNITY, 	OKEX        , 	Poloniex    , 	NXT/BTC, 	1.55e-06, 	1.33e-06, 	16.541353%, 	0.240000%
2020-04-06 11:05:17,655 INFO    OPPORTUNITY, 	Binance     , 	Bitfinex    , 	BTC/EUR, 	6653.08, 	6578.2, 	1.138305%, 	0.300000%
2020-04-06 11:05:26,075 INFO    OPPORTUNITY, 	Bittrex     , 	OKEX        , 	XMR/USDT, 	56.614976, 	54.16, 	4.532821%, 	0.400000%
2020-04-06 11:05:30,341 INFO    OPPORTUNITY, 	Bittrex     , 	Binance     , 	GTO/BTC, 	1.28e-06, 	6.7e-07, 	91.044776%, 	0.350000%
2020-04-06 11:28:23,491 INFO    OPPORTUNITY, 	Binance     , 	Bitfinex    , 	BTC/EUR, 	6648.26, 	6592.3, 	0.848869%, 	0.300000%
2020-04-06 11:29:23,478 INFO    OPPORTUNITY, 	OKEX        , 	Bittrex     , 	CVT/BTC, 	3.495e-06, 	1.83e-06, 	90.983607%, 	0.400000%
2020-04-06 11:29:29,984 INFO    OPPORTUNITY, 	Kraken      , 	OKEX        , 	XMR/BTC, 	0.007983, 	0.007632, 	4.599057%, 	0.410000%
2020-04-06 11:29:34,498 INFO    OPPORTUNITY, 	Bittrex     , 	OKEX        , 	XMR/ETH, 	0.36676362, 	0.356, 	3.023489%, 	0.400000%
2020-04-06 11:29:39,119 INFO    OPPORTUNITY, 	Binance     , 	Poloniex    , 	STORJ/BTC, 	1.437e-05, 	1.424e-05, 	0.912921%, 	0.190000%
2020-04-06 11:29:47,005 INFO    OPPORTUNITY, 	Bitfinex    , 	Bittrex     , 	ANT/BTC, 	0.00012156, 	0.00012015, 	1.173533%, 	0.450000%
2020-04-06 11:29:50,262 INFO    OPPORTUNITY, 	Binance     , 	Poloniex    , 	BNT/BTC, 	2.741e-05, 	2.727e-05, 	0.513385%, 	0.190000%
2020-04-06 11:30:07,407 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	MITH/BTC, 	5.35e-07, 	5.3e-07, 	0.943396%, 	0.250000%
2020-04-06 11:30:24,545 INFO    OPPORTUNITY, 	Kraken      , 	OKEX        , 	XMR/BTC, 	0.007981, 	0.007632, 	4.572851%, 	0.410000%
2020-04-06 11:31:13,781 INFO    OPPORTUNITY, 	Bittrex     , 	OKEX        , 	XMR/ETH, 	0.36664883, 	0.356, 	2.991244%, 	0.400000%
2020-04-06 11:31:23,708 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	GTO/USDT, 	0.0096, 	0.00472, 	103.389831%, 	0.250000%
2020-04-06 11:31:28,832 INFO    OPPORTUNITY, 	Bittrex     , 	Binance     , 	GTO/BTC, 	1.28e-06, 	6.7e-07, 	91.044776%, 	0.350000%
2020-04-06 11:32:28,877 INFO    OPPORTUNITY, 	Bitfinex    , 	OKEX        , 	XMR/BTC, 	0.0079846, 	0.007632, 	4.620021%, 	0.350000%
2020-04-06 11:33:04,081 INFO    OPPORTUNITY, 	Binance     , 	Kraken      , 	ETH/EUR, 	144.35, 	143.82, 	0.368516%, 	0.360000%
2020-04-06 11:33:17,122 INFO    OPPORTUNITY, 	Binance     , 	Bitfinex    , 	ETH/EUR, 	144.35, 	143.59, 	0.529285%, 	0.300000%
2020-04-06 11:34:00,591 INFO    OPPORTUNITY, 	Binance     , 	Kraken      , 	BTC/EUR, 	6648.26, 	6613.3, 	0.528632%, 	0.360000%
2020-04-06 11:34:15,483 INFO    OPPORTUNITY, 	Binance     , 	Coinbase Pro, 	BTC/EUR, 	6648.26, 	6606.62, 	0.630277%, 	0.600000%
2020-04-06 11:34:37,212 INFO    OPPORTUNITY, 	Bitfinex    , 	OKEX        , 	XMR/BTC, 	0.0079872, 	0.007632, 	4.654088%, 	0.350000%
2020-04-06 11:34:51,770 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	XMR/BTC, 	0.00799018, 	0.007632, 	4.693134%, 	0.240000%
2020-04-06 11:34:54,656 INFO    OPPORTUNITY, 	Binance     , 	Bittrex     , 	STORJ/BTC, 	1.441e-05, 	1.434e-05, 	0.488145%, 	0.350000%
2020-04-06 11:35:20,931 INFO    OPPORTUNITY, 	Bittrex     , 	Poloniex    , 	GRIN/BTC, 	7e-05, 	6.955e-05, 	0.647017%, 	0.340000%
2020-04-06 11:35:46,897 INFO    OPPORTUNITY, 	Poloniex    , 	OKEX        , 	XMR/USDT, 	56.98163819, 	55.0, 	3.602979%, 	0.240000%
2020-04-06 11:36:55,240 INFO    OPPORTUNITY, 	Binance     , 	Bittrex     , 	ETH/EUR, 	144.6, 	144.0, 	0.416667%, 	0.350000%
2020-04-06 11:37:31,366 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	MITH/USDT, 	0.00382, 	0.00375, 	1.866667%, 	0.250000%
2020-04-06 11:37:59,087 INFO    OPPORTUNITY, 	Bittrex     , 	Binance     , 	IOTX/BTC, 	3.3e-07, 	3.2e-07, 	3.125000%, 	0.350000%
2020-04-06 11:38:11,699 INFO    OPPORTUNITY, 	Binance     , 	Poloniex    , 	BNT/BTC, 	2.735e-05, 	2.723e-05, 	0.440690%, 	0.190000%
2020-04-06 11:38:27,048 INFO    OPPORTUNITY, 	OKEX        , 	Bittrex     , 	CVT/BTC, 	3.495e-06, 	1.83e-06, 	90.983607%, 	0.400000%
2020-04-06 11:40:15,238 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	GTO/BTC, 	1.34e-06, 	6.6e-07, 	103.030303%, 	0.250000%
2020-04-06 11:40:33,967 INFO    OPPORTUNITY, 	Kraken      , 	OKEX        , 	XMR/BTC, 	0.007995, 	0.007652, 	4.482488%, 	0.410000%
2020-04-06 11:40:42,052 INFO    OPPORTUNITY, 	Bittrex     , 	Binance     , 	IOTX/BTC, 	3.3e-07, 	3.2e-07, 	3.125000%, 	0.350000%
2020-04-06 11:40:51,288 INFO    OPPORTUNITY, 	Bitfinex    , 	Bittrex     , 	ANT/BTC, 	0.00012156, 	0.00012011, 	1.207227%, 	0.450000%
2020-04-06 11:40:59,851 INFO    OPPORTUNITY, 	OKEX        , 	Bittrex     , 	BLOC/BTC, 	1.4e-07, 	3e-08, 	366.666667%, 	0.400000%
2020-04-06 11:41:42,480 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	GTO/USDT, 	0.0096, 	0.00471, 	103.821656%, 	0.250000%
2020-04-06 11:42:01,940 INFO    OPPORTUNITY, 	Poloniex    , 	Binance     , 	PAX/USDT, 	1.0030194, 	0.9981, 	0.492876%, 	0.190000%
2020-04-06 11:42:06,687 INFO    OPPORTUNITY, 	OKEX        , 	Binance     , 	MITH/USDT, 	0.0038, 	0.00375, 	1.333333%, 	0.250000%
