2020-04-08 17:17:13, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.33e-06, 	375.94736842, 	1.3e-06, 	72.578, 	2.307692%, 	0.400000%, 	1.907692%
2020-04-10 07:29:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:30:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:30:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:30:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:30:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:31:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:31:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:31:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:31:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	46525.828, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:32:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:32:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2205.062, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:32:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:32:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:33:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:33:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:33:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	31.706, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:33:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:34:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:34:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:34:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:34:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:35:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:35:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	33304.373, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:35:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:35:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:36:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:36:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:36:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:36:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:37:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:37:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:37:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:37:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:38:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:38:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:38:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:38:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:39:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:39:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:39:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:39:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	11396.831, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:40:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	11396.831, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:40:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	36797.68, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:40:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:40:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	11396.831, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:41:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:41:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:41:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:41:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:42:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:42:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:42:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:42:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:43:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:43:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:43:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	55897.627, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:43:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	102820.704, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:44:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	102820.704, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:44:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	102820.704, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:44:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	102820.704, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:44:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.29e-06, 	4068.429, 	3.875969%, 	0.400000%, 	3.475969%
2020-04-10 07:45:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	31.706, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:45:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:45:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:45:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:46:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:46:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:46:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:46:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	21017.636, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:47:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	66819.163, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:47:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	10633.473, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:47:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:47:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:48:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:48:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	49250.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:48:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	31.706, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:48:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:49:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:49:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:49:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:49:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:50:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	43869.618, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:50:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:50:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:50:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:51:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	31.706, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 07:51:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:51:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:51:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:52:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:52:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:52:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:52:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:53:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:53:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:53:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:53:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:54:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:54:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:54:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9106.755, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:54:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9106.755, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:55:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	37210.174, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:55:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:55:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	12160.19, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:55:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:56:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:56:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:56:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:56:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:57:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:57:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:57:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:57:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:58:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	32007.518, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:58:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:58:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:58:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	9870.114, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:59:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	48722.988, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:59:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:59:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 07:59:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:00:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:00:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:00:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:00:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:01:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:01:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:01:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:01:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:02:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:02:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:02:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:02:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:03:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:03:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:03:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:03:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.3e-06, 	31.706, 	3.076923%, 	0.400000%, 	2.676923%
2020-04-10 08:04:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:04:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:04:34, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:04:49, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:05:04, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
2020-04-10 08:05:19, 	Bittrex     , 	OKEX        , 	GTO/BTC, 	1.34e-06, 	373.14179104, 	1.31e-06, 	2236.526, 	2.290076%, 	0.400000%, 	1.890076%
