2020-04-08 20:27:26, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02171, 	148.73, 	0.811385%, 	0.510000%, 	0.301385%
2020-04-08 21:05:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:06:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:06:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:06:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:06:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:07:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:07:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:07:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:07:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:08:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:08:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:08:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:08:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:09:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:09:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:09:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:09:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:10:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:10:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:10:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:10:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:11:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:11:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:11:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:11:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:12:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:12:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:12:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:12:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:13:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:13:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:13:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:13:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:14:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:14:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:14:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:14:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:15:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:15:27, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:15:42, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:15:57, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
2020-04-08 21:16:12, 	Bittrex     , 	Kraken      , 	DAI/USD, 	1.03, 	1.12858407, 	1.02234, 	763.618, 	0.749261%, 	0.510000%, 	0.239261%
